timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving
632092135,632091097,0.0,-0.0,0.0,-0.02272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
632113949,632112777,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
632313997,632112777,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
632417912,632416848,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
632617926,632416848,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
632730201,632729222,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
632752262,632750859,0.0,-0.0,0.0,0.006818246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
632774024,632773018,0.0,-0.0,0.0,0.02045461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
632795684,632794694,0.0,-0.0,0.0,0.02727279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
632817480,632816475,0.0,-0.0,0.0,0.038636427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
632839253,632838199,0.0,-0.0,0.0,0.054545518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
